id,sender,message_body,category
7313,RBI-SELF,Reminder: Bank statement due by 15th. Ensure reconciliation. 💳,service
7314,1234567890,Urgent: Your device needs a security update. Schedule tonight?,spam
7315,KOTAKBK,"Txn of Rs. 5600.00 on merchant XYZ. Ref: TXN7890. If not you, call 1800-XYZ.",banking
7316,ZOMATO,Delivery partner is late. Expect delay of 20 mins. Sorry for the inconvenience.,service
7317,VERIFY,OTP: 560412. Use within 5 mins. For account safety.,otp
7318,Amazon,"Your order #AMZ-4412 confirmed. Ship to Mumbai. ₹1,299.00",promotion
7319,10D-India,"Hey yaar, movie night kahani? LH Saturday?",personal
7320,IBN,Data breach alert detected on your account. Change password now.,spam
7321,AXISBK,Your OTP is 493821 for login. Do not share it. valid for 10 mins. Msg sent by AXISBK,otp
7322,HDFCBK,"₹1,250 charged at FOODPANDA. If this wasn't you, call 1860-123-4567.",banking
7323,ZOMATO,Order #Z12345 confirmed. Delivery by 8:45pm. ₹120 off on next; use ZOMATOREWARD.,promotion
7324,VERIFY,Your OTP is 849102 for verification. Valid 5 mins. Do not share this code.,otp
7325,9X9SPAM,"Congratulations! You won a gift coupon, claim within 24h at www.win-now.in.",spam
7326,SBIALERT,"Alert: ₹3,400 withdrawn from your SBIA savings account on 07 Oct. If not you, contact SBIBANK ASAP.",banking
7327,UBER,Your ride is arriving soon. ETA 5 mins. Fare ₹86.50.,service
7328,ICICIBK,SMS Password reset code 210987 for ICICI online banking. Do not share.,banking
7329,MYNTRA,Deal: flat ₹500 off on orders above ₹2999. Use code MYNR500 at checkout. Exp 31 Oct.,promotion
7330,OTPSMS,OTP 564738 for your transaction at PayTM. Valid 3 mins.,otp
7331,GOIBIBO,"Flight+hotel deal: save ₹2,000 on select packages. Book by Sunday.",promotion
7332,₹PROMO,Special offer: 15% off on groceries. Use code SAVE15. Ends tonight.,promotion
7333,10DIGIT,"Hey, long time! Are we meeting for coffee this weekend? 😊",personal
7334,OLACABS,"Your cab is booked. Driver will arrive in 7 mins. Car: Swift, Reg: KA01AB1234",service
7335,KOTAKBK,Debit alert: Rs. 940 debited from your account on 07 Oct. Ref: KOT-98765,banking
7336,SWIGGY,New spicy biryani combo: ₹199 only. Free delivery today.,promotion
7337,PERSONAL,U free this weekend? Let's catch up; missed ya! -A,personal
7338,IBANK,"Remittance of ₹12,000 received from Riya. Thanks for using our services.",banking
7339,VERIFY,Second OTP: 203748 for your login attempt. 4 mins left.,otp
7340,FLIPKRT,Your order #FLP8899 shipped. Tracking 1Z999AA10123456789. ETA 2 days.,service
7341,AXISBK,Your OTP is 439812 for login. Do not share it. validity 10 mins.,otp
7342,HDFCBK,"Rs. 2,340 debited from your SB account on 05-11-2025. Ref: 1XY987.",banking
7343,ZOMATO,Order #Z12345 confirmed. Est. delivery by 7:45 PM. Thanks for ordering!,promotion
7344,10**********91,Hey yaar! ur order shld reach by tonight. Pls share address.,personal
7345,VERIFY,OTP 782301 for your transaction. This code expires in 5 mins. Do not share.,otp
7346,ICICIBK,"Alert: ₹5,600 credited to your account on 04/11. Balance: ₹12,400.",banking
7347,SWIGGY,Your order is out for delivery. ETA 18:50. Enjoy your meal!,promotion
7348,GOIBIBO,Your flight search saved. Itinerary saved under ref: GI-2025-4785.,service
7349,Myntra,Your order #MNT-4592 placed. Delivery by 3-5 working days. Thanks!,promotion
7350,UBER,Ride booked. Driver 204B on the way. ETA 7 mins.,service
7351,OTPMSMS,OTP 345678 for your payment at POS. Valid 10 mins.,otp
7352,SBIALERT,Alert: Your salary credit pending approval. Please verify via app.,banking
7353,Amazon,Your package #AMZ-890123 is out for delivery today. Track with link.,promotion
7354,MYNTRA,New code: SAVE200 on orders above ₹999. Use at checkout.,promotion
7355,ICICI BK,"Dear customer, your statement is ready for download. Last 5 transactions included.",banking
7356,XIDOPLS,Ur OTP 978654 for your transaction. Do not share it.,otp
7357,PayTM,Rs. 350 deducted for recharge. Balance: Rs. 4200.,banking
7358,OLACABS,Your ride is confirmed. Cab number KA01AB1234. ETA 4 mins.,service
7359,ZOMATO,New promo: 15% off on orders above ₹499. Use ZO15 at checkout.,promotion
7360,9**********82,"Bro, spam alert: Your account has unusual login attempt. Reply STOP to unsubscribe.",spam
7361,AXISBK,"OTP for your transaction of Rs. 3,450.00. Ref: 832019. Do not share this code. Valid for 10 min.",otp
7362,KOTAKBK,"Your ATM withdrawal of Rs. 2,500 at ATM 0123 is successful. Ref: 749102. -Team",banking
7363,ZOMATO,Order #Z12345 confirmed. Delivery expected by 6:45 PM. Total Rs. 520. Sp.,promotion
7364,VERIFY,Your OTP is 487210 for login to MyApp. Timeout 5 mins.,otp
7365,+919812345678,Hii! Ur parcel from AMAZON is out for delivery today. Tracking: 1Z999.,service
7366,SBIALERT,"Bank alert: Debit Rs. 1,200 at POS S-21. Ref: 891204. Balance: Rs. 8,420.",banking
7367,PROMO_ABC,Limited offer! Get 25% off on FLIPKRT orders. Min spend Rs. 799. Use code FPLUSH.,promotion
7368,OTPSMS,Your verification code is 623814. Do not share with anyone.,otp
7369,ICICIBK,"Hi! Your balance is Rs. 12,480.00. Last 4 digits 4321. Need statement, pls reply.",banking
7370,GOIBIBO,"Booking confirmed:Goa trip, 2 tickets. Total Rs. 9,850. Ref: G12345.",service
7371,UNKNOWN,"Congratulations! You have won Rs. 50,000. Reply YES to claim now.",spam
7372,UBER,Your ride is arriving in 5 mins. Driver 9876AA. ETA 2 mins.,service
7373,SWIGGY,Veggie meal is on its way. Order #SW9876. Total Rs. 320.,promotion
7374,HDFCBK,Your OTP for login is 219873. This code expires in 3 mins.,otp
7375,+919876543210,"Hey, just checking in after the weekend. Chai sometime?",personal
7376,PAYTM,Rs. 1500 charged for utility bill payment. Ref: PT9876. Thanks.,banking
7377,ICICIBK,"Reminder: EMI due on 15th. Amount Rs. 3,200.",banking
7378,MYNTRA,Order delivered: #MN1234. Refund processed: Rs. 180.,service
7379,OTP_Service,Please verify: code 907412 for your account access.,otp
7380,+919191919191,"Hi there, this is a spammy message test. Ignore if not expecting.",spam
7381,AXISBK,Your OTP is 483920 for Axis Bank login. Do not share with anyone. Timeout in 10 min.,otp
7382,ZOMATO,Hi! Your order #Z12345 from Zomato is being prepared. ETA 15 mins. 😊,promotion
7383,SBIALERT,"₹1,250 debited from your SBICard ending 1234. Balance ₹8,750.00. Check SMS for details.",banking
7384,VERIFY,OTP 658293 for your Paytm verification. Do not share with anyone.,otp
7385,10X-PRIME,Hi! Your order #ORD78654 shipped. tracking: #TRK987654321. Thanks for shopping with us.,promotion
7386,ICICIBK,"Alert: Rs. 3200 withdrawn from your account via ATM. If not you, call 1800-xxx-xxxx.",banking
7387,SWIGGY,Your food is on the way. Rider 98765 will reach in 20 mins. 🍛,personal
7388,GOIBIBO,"Your flight is confirmed. PNR AB1234, travel date 12 Dec. Itinerary sent.",service
7389,OTPSMS,Otp: 214365 for login to your account. Never share with anyone.,otp
7390,Myntra,Summer sale: up to 60% off on dresses. Use code SUMMER21 at checkout.,promotion
7391,KOTAKBK,"₹500 cashback credited for your card on purchase. New available balance ₹12,300.",banking
7392,12Digits,Please confirm your mobile number by replying YES. 91xxxxxxxxxx,service
7393,UBER,Your ride is on the way. Driver Ram will reach in 6 mins. 🚗,personal
7394,PAYTM,OTP 777777 sent for your Paytm login. Do not share this with anyone.,otp
7395,ZOMATO,Spicy veg pizza is out for delivery. ETA 12 mins. Order #Z9876,promotion
7396,INDIGO,Your booking is confirmed. PNR IN1234. Check your email for e-ticket.,service
7397,ROFL,"Heyyy, long time no chat! You around for coffee tomorrow? ☕",personal
7398,AXISBK,"Security alert: new device login detected. If this wasn't you, call 1800-xxx-xxxx immediately.",banking
7399,OLACABS,Ride canceled successfully. Refund ₹350 will reflect in 3-5 days.,service
7400,VERIFY,Your OTP 492810 is valid for 10 minutes. Do not share with anyone.,otp
7401,AXISBK,Your OTP is 483920 for your AXISBK account login. Do not share it. Expiry in 2 mins.,otp
7402,HDFCBK,"Rs. 1,250 debited from your account on 04/11. Ref: 789654. Balance: Rs. 6,800.",banking
7403,ZOMATO,Order #Z12345 confirmed. Est. delivery 25 mins. Total: ₹320. Enjoy!,promotion
7404,10-digit 91234,Hey y this movie is awesome yaar. u free tonight? 😊,personal
7405,OTPSMS,Your OTP 714592 is valid for 10 minutes. Do not share with anyone.,otp
7406,ICICIBK,"₹2,500 credited to your account on 04/11. Ref: IC123456. Bal: ₹15,200.",banking
7407,SWIGGY,Flat 20% off on orders over ₹399. Use code SWIG20. T&Cs apply.,promotion
7408,AREYOU,"Hey yaar, long time no see! Miss you. Msg back when free.",personal
7409,VERIFY,Your login attempt from new device blocked. Use code 981234 to verify.,otp
7410,GOIBIBO,Flight 8E-234 ready to check-in. PNR: BHG12A. Departure 12:30 PM.,service
7411,KOTAKBK,"Rs. 3,240 spent at AMAZON on 03/11. Ref: AMZ-9801. Balance: Rs. 11,500.",banking
7412,UBER,Your ride is arriving in 5 mins. Driver Rajesh 9001. ETA ~5 min.,service
7413,MYNTRA,New collection drop! 30% off sitewide. Use code MNTR30.,promotion
7414,OTPMS,Your code 492810 is valid for 10 mins. Do not share with anyone.,otp
7415,9xxxxx1234,"Bro, gym session cancelled. Shall we reschedule?",personal
7416,SBIALERT,"Alert: Rs. 8,450 credited to your account on 04/11. Ref: SB-8450.",banking
7417,IXIGO,"Your itinerary 2345AB is confirmed. Train tonight 9:15 PM, coach C3.",service
7418,27d4ff,"Special offer: Buy 1, get 1 free on select items. Limited time!",promotion
7419,UNKNOWN,Suspicious activity detected. Unusual login from IP 182.21.45.9. Please verify.,spam
7420,UBER,Promo: 25% off on your next ride. Code RIDE25. T&Cs apply.,promotion
7421,VERIFY,Your OTP is 438920 for login. Don’t share it. This code expires in 5 mins.,otp
7422,AXISBK,"₹1,299 charged at ZOMATO. Ref: ZMT12345. If not you, call 1800-xxx-xxxx.",banking
7423,ZOMATO,Order #654321 is out for delivery. ETA 25 mins. Thanks for dining with us.,promotion
7424,HDFCBK,Your Vodafone bill ₹299 due on 12/11. Pay now to avoid late fee.,banking
7425,OTPSMS,Your verification code is 728964. Do not share it with anyone.,otp
7426,UBER,Your ride to MG Road is confirmed. PNR 98765. Fare ₹1200.,service
7427,MYNTRA,Flash sale: up to 70% off on sneakers. Use code SNEAK15. Ends today.,promotion
7428,SBIALERT,"Account balance ₹4,560.25. Last txn +₹2,400 on debit. Balance refreshed.",banking
7429,OTPMSA,"Dear user, your 6-digit OTP 492738 is valid for 10 minutes.",otp
7430,GOIBIBO,Flight i9843 to Bengaluru confirmed. E-ticket sent to your email.,service
7431,SWIGGY,Your order #789012 is on the way. roughly 15 mins away. Enjoy your meal.,promotion
7432,PERSONAL,Hey! Are we still meeting tomorrow at 7? 😊,personal
7433,IBLSPAM,"Winner! You’ve won Rs 50,000. Click link to claim now.",spam
7434,ICICIBK,Interest credited ₹125.40 for your fixed deposit. Maturity date 15-Dec.,banking
7435,IXIGO,Train delay 52 mins on IRS line. Alternative options sent to app.,service
7436,AMAZON,Your order #A-112233 is shipped. Tracking: AMZ-TRK-5678.,promotion
7437,9XXXXXXXX56,"Hey, there’s a scam call going around—don’t share your OTP or card details.",spam
7438,KOTAKBK,Your online payment of ₹640 is successful. Ref: KKT-8790.,banking
7439,UBER,Checkout complete. Ride fare ₹85.00. Thanks for riding with us!,service
7440,FEROA,Promo: Get Rs 200 cashback on your first wallet top-up today.,promotion
7441,VERIFY,Your OTP for login is 483029. Do not share it with anyone. valid for 5 mins.,otp
7442,AXISBK,"Rs. 1,245 debited from *****1234 on 12/11. If not you, call 1800-xxx-..",banking
7443,ZOMATO,Your order #ZV56A9 is confirmed. expected delivery by 7:45 PM. Thanks for choosing ZOMATO.,promotion
7444,10-digit 9198xxxxxxx,"Hey yaar, long time no see! u free for chai tomorrow @ 5? 😊",personal
7445,KOTAKBK,RS 899 credited to your account on 11/11. Ref: KS-4821. Thanks for banking with us.,banking
7446,OTPSMS,Your OTP is 657483 for Paytm login. Valid for 10 mins. Do not share.,otp
7447,FLIPKRT,Hurry up! Upto Rs. 500 off on fashion today only. Use code FLYFEST.,promotion
7448,UBER,Your ride is on the way. Driver Raj is 3 mins away. ETA 2 mins.,service
7449,SBIALERT,"Alert: ₹2,300 received from merchant POS. Ref: SBIA-4021. Balance check: 1800-xxx-xxxx.",banking
7450,PROMO4YOU,Limited-time offer: Rs. 1999 pay later on select items. Shop now!,promotion
7451,MAKE MY M,Your subscription for NXTClass is active. ₹299/month. Reply STOP to cancel.,service
7452,INDATM,OTP: 274519 for your bank app login. Code expires in 3 mins.,otp
7453,ICICIBK,"Debit of Rs. 2,150 from a/c ****5678 on 11/11. If not you, contact 022-xxxx.",banking
7454,MYNTRA,Flash sale alert: extra 15% off with code DEAL15. Ends tonight.,promotion
7455,GOIBIBO,Your flight is confirmed. PNR AB1234. Check-in opens 24 hrs before departure.,service
7456,SMS-SPAM,"Congratulations! You won Rs. 50,000. Click link to claim now. Limited time.",spam
7457,UBEREATS,Your order #UE202411 is ready for pickup. Estimated time 12 mins.,promotion
7458,9xxxx-XXXX,"Hey, ur vedant here. Wanna catch up this weekend? LMK.",personal
7459,IXIGO,Train cancelled: S2 from DEL to MUM on 12/11. New schedule in app.,service
7460,OTP-SERV,Your verification code is 832910. Do not share with anyone.,otp
7461,AXISBK,Your OTP is 483912 for login. Do not share with anyone. Exp: 10 mins. ₹500 cashback on min ₹2000 spend.,otp
7462,ZOMATO,"Hi! Your promo: 50% off up to ₹200 on orders above ₹299. Use code ZOM50, valid till today.",promotion
7463,SBIALERT,"Your ATM alert: Rs. 3,450 debited at POS xyz. If this wasn’t you, call 1800-xxx-123.",banking
7464,91-8001234567,"Hey yaar, planning dinner? pls bring paneer tikka for us at 8pm today 😊",personal
7465,VERIFY,OTP 764321 for your PayTM login. Do not share. Exp 5 mins.,otp
7466,FLIPKRT,Flash Sale: up to 70% off on fashion! Extra ₹150 voucher with min ₹999. Shop now.,promotion
7467,KOTAKBK,"Alert: Rs. 1,999 transfer failed. Try again or contact support.",banking
7468,MYNTRA,Your order #MN12345 shipped. Track: MNTRACK98765. ETA in 2-3 days.,service
7469,UTER,Ur grocery delivery is on its way. ETA 15 mins. Thanks for shopping!,service
7470,OTPSMS,Your OTP is 234567 for Amazon login. Do not share with anyone.,otp
7471,INDUSIND,"Rs. 799 credited to your account on 11/11. Balance: ₹4,120.",banking
7472,SWIGGY,New spicy deals near you! Get 25% off on orders above ₹199. Use code SWIG25.,promotion
7473,GOIBIBO,"Your flight e-ticket GOI-DEL123 confirmed. PNR: GOIDEL456. Total ₹6,499.",service
7474,9XXXXXXX12,Budget alert: your data pack renewed. ₹299 for 28 days. 😊,spam
7475,ICICIBK,"Payment of Rs. 2,150 to AMAZON.com successful. Ref: AMZ-HP123.",banking
7476,UBER,Ride cancelled by you. No charge. Driver cancellation fee ₹0.80 incl. tax.,service
7477,PROMO,Limited time offer: Buy 1 get 1 free on select items. Ends tonight!,promotion
7478,CARDSMS,"Alert: Your card was used for a Rs. 1,250 purchase at MART. If not you, call 1800-xxx-789.",banking
7479,9XXXXXXXXX3,U r selected for a lucky draw! Reply YES to claim. T&C apply.,spam
7480,IXIGO,Your train now on time. Seat confirmed. PNR: IXI-TRN404.,service
7481,AXISBK,Your OTP is 439821 for axisbank login. Do not share. Valid for 10 mins.,otp
7482,HDFCBK,Rs. 1250 debited from your A/c ending 1234 on 07/11. Ref: 987654.,banking
7483,ZOMATO,Your order #Z12345 is on the way. ETA 25 mins. Delivery partner: Swiggy,promotion
7484,VERIFY,OTP 678910 for your PayTM login. Use within 5 mins.avoid sharing.,otp
7485,1009198765,"Hi bro, catching up tonight at 7? Yadaan ki saree at mom's party.",personal
7486,SBIALERT,"Alert: Rs. 3200 charged at POS at Bengaluru on 07/11. If not you, call 1800-123-4567.",banking
7487,AMAZON,Your order #AMZ98765 confirmed. Shipped via DHL. Tracking: DHL123456789,service
7488,OTPSMS,Your code 234567 is for OTP verification. Do not share with anyone.,otp
7489,GROCER,Your delivery from BigBasket is scheduled for today between 6-9 PM. Order #BB9876,promotion
7490,PAYTM,Rs. 299 was added to your wallet. New balance ₹1520.35. Ref: TXN45662,banking
7491,10DIGITN,"Hey yaar, kal lunch? I’m free after 1 PM. Reply pls.",personal
7492,ZOMATO,New promo: flat Rs. 150 off on orders above Rs. 499. Use code ZOMOFF,promotion
7493,UBER,Your ride is here. Driver Rajesh ETA 3 mins. Vehicle i20 Red.,service
7494,ICICIBK,"Your balance is Rs. 2,450.50. Account ending 3344 updated successfully.",banking
7495,SWIGGY,Promo alert: 20% off on all meals today. Max discount Rs. 150.,promotion
7496,OTPSMS,OTP 173049 for secure signup. Valid for 10 mins.,otp
7497,GOIBIBO,"Flight booking confirmed. PNR AB1234, itn: 4567. Check-in closes 2 hours before departure.",service
7498,MYNTRA,Your order #MYN7890 shipped. Expect delivery by 2-4 PM tomorrow.,service
7499,SPAM,"You won a $1,000 gift card! Click here to claim now. Limited time.",spam
7500,AIRLINES,Your e-ticket for KA-112 is ready. Please check your email for the PDF.,service
7501,AXISBK,"Your OTP is 482019 for Axis Bank alert. Do not share it. Rs. 2,400 transaction on 12/11/2024 at 14:32. Msg ID: AXIS-OTP.",otp
7502,HDFCBK,"Hi! Rs. 1,050 has been debited from your savings A/c ending 1234. Ref: HDFC-TS126. If not you, call us.",banking
7503,ZOMATO,Order #Z12345 confirmed. 20% off on bill. Delivery by 45 mins. Use code ZOM5.,promotion
7504,VERIFYSMS,Your OTP for login is 673221. Do not share with anyone. - eCom Secure,otp
